Year,Price,CrimeIncidents,Population,PerCapitaPersonalIncome,MedianHouseholdIncome,PriceMax,PriceMin,CrimeIncidentsMax,CrimeIncidentsMin,PopulationMax,PopulationMin,PerCapitaPersonalIncomeMax,PerCapitaPersonalIncomeMin,MedianHouseholdIncomeMax,MedianHouseholdIncomeMin
2008,170.2,8970,3003.793,45131,62820,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2009,150.14,7548,3037.115,43080,60103,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2010,149.35,7417,3103.306,44137,59759,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2011,142.22,7248,3137.372,46528,59290,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2012,142.31,8068,3175.201,48302,60235,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2013,157.57,7112,3211.248,49559,61365,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2014,176.78,6041,3250.993,52214,66034,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2015,184.15,5945,3284.061,54801,67053,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2016,197.85,6039,3310.28,56322,70693,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2017,213.68,6034,3325.468,58097,76048,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
2018,228.29,6056,3343.364,61386,78777,228.29,142.22,8970,5945,3343.364,3003.793,61386,43080,78777,59290
