Year,Price,CrimeIncidents,Population,PerCapitaPersonalIncome,MedianHouseholdIncome,PriceMax,PriceMin,CrimeIncidentsMax,CrimeIncidentsMin,PopulationMax,PopulationMin,PerCapitaPersonalIncomeMax,PerCapitaPersonalIncomeMin,MedianHouseholdIncomeMax,MedianHouseholdIncomeMin
2008,171.49,389,196.562,40253,57877,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2009,151.88,383,199.15,39623,56120,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2010,143.1,426,201.083,40200,54433,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2011,133.28,490,201.959,43432,50174,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2012,130.74,524,204.623,44330,51040,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2013,144.04,452,206.368,45607,55011,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2014,165.2,363,208.518,48354,54509,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2015,174.83,396,212.053,50460,58766,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2016,188.5,304,215.53,51225,63645,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2017,204.3,338,218.376,52207,64900,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
2018,218.33,368,220.408,54118,67804,218.33,130.74,524,304,220.408,196.562,54118,39623,67804,50174
