Year,Price,CrimeIncidents,Population,PerCapitaPersonalIncome,MedianHouseholdIncome,PriceMax,PriceMin,CrimeIncidentsMax,CrimeIncidentsMin,PopulationMax,PopulationMin,PerCapitaPersonalIncomeMax,PerCapitaPersonalIncomeMin,MedianHouseholdIncomeMax,MedianHouseholdIncomeMin
2008,145.17,4083,506.232,31350,50094,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2009,112.03,3867,508.551,30845,48550,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2010,105.38,3416,515.165,32116,47442,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2011,97.29,2727,517.614,33412,44287,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2012,98.7,2755,520.594,34612,46324,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2013,116.42,2816,523.722,35554,47808,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2014,142.89,2453,528.346,38609,50917,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2015,153.24,2517,533.534,41011,51949,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2016,167.03,2291,539.542,41417,54060,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2017,181.75,2045,545.267,42354,58925,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
2018,198.58,2170,549.815,44120,59616,198.58,97.29,4083,2045,549.815,506.232,44120,30845,59616,44287
